theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Frans de Waal,Evolved Morality,,Moral capacities rooted in primate social emotions,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",Contemporary,DB,high
Frans de Waal,Primate Empathy,,Empathy and consolation observed in nonhuman primates,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",Contemporary,DB,high
Frans de Waal,Anthropodenial,,Refusing to recognize humanlike traits in animals,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",Contemporary,Knowledge,high
Frans de Waal,Chimpanzee Politics,,Power alliances and reconciliation structuring primate societies,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",Contemporary,Knowledge,high
Joseph LeDoux,Amygdala and Fear Circuitry,,Amygdala as hub of the brain's fear processing,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,Contemporary,DB,high
Joseph LeDoux,Fear Conditioning,,Learned association linking a stimulus to a fear response,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,Contemporary,DB,high
Joseph LeDoux,Low Road and High Road,,Fast subcortical versus slow cortical routes to fear,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,Contemporary,Knowledge,high
Joseph LeDoux,Memory Reconsolidation,,Reactivated memories becoming labile and rewritable,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,Contemporary,Knowledge,high
Herbert Gintis,Strong Reciprocity,,Costly cooperation and punishment sustaining group cooperation,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Contemporary,Web,high
Herbert Gintis,Gene-Culture Coevolution,,Genes and culture jointly shaping human cooperative behavior,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Contemporary,Web,high
Herbert Gintis,Homo Reciprocans,,Model of humans as conditional cooperators not pure egoists,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Contemporary,Web,high
Herbert Gintis,Endogenous Preferences,,Preferences shaped by institutions rather than fixed exogenous,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Contemporary,DB,high
George Akerlof,Market for Lemons,,Information asymmetry collapsing quality in markets,Economics,Information & Contract Economics,Asymmetric Information,Contemporary,Knowledge,high
George Akerlof,Adverse Selection,,Hidden information leading worse risks to dominate a market,Economics,Information & Contract Economics,Asymmetric Information,Contemporary,DB,high
George Akerlof,Efficiency Wages,,Above-market wages raising productivity and reducing turnover,Economics,Information & Contract Economics,Asymmetric Information,Contemporary,DB,high
George Akerlof,Fairness in Wage Setting,,Perceived fairness norms influencing wage and effort levels,Economics,Information & Contract Economics,Asymmetric Information,Contemporary,DB,high
Robert J. Shiller,Irrational Exuberance,,Excessive market optimism inflating asset price bubbles,Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Contemporary,Knowledge,high
Robert J. Shiller,Speculative Bubbles,,Self-reinforcing price rises detached from fundamentals,Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Contemporary,DB,high
Robert J. Shiller,Excess Volatility,,Stock prices fluctuating more than fundamentals can justify,Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Contemporary,Knowledge,high
Robert J. Shiller,Narrative Economics,,Viral popular stories driving economic fluctuations,Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,Contemporary,Knowledge,high
Esther Duflo,Randomized Controlled Trials in Development,,Field experiments rigorously testing antipoverty interventions,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,Web,high
Esther Duflo,Poor Economics,,Understanding poverty through small testable behavioral questions,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,Web,high
Esther Duflo,Behavioral Development Economics,,Applying psychology of decision-making to poverty interventions,Economics,Development & Environmental Economics,Behavioral Development Economics,Contemporary,DB,high
Rita Charon,Narrative Medicine,,Clinical practice strengthened by skills of narrative competence,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,DB,high
Rita Charon,Close Reading in Medicine,,Applying literary attention to patients' stories and texts,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,Knowledge,high
Rita Charon,Parallel Chart,,Clinicians writing patients' human stories alongside clinical records,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,Knowledge,high
J.L. Austin,Speech Act Theory,,Utterances perform actions rather than merely describing,Critics,Performance Studies & Theatre,A. Performance Theory & Ritual,Modern,DB,high
J.L. Austin,Performative Utterance,,Saying that itself accomplishes the act it names,Critics,Performance Studies & Theatre,A. Performance Theory & Ritual,Modern,DB,high
J.L. Austin,Locutionary Illocutionary Perlocutionary,,Three dimensions of meaning force and effect in speech,Critics,Performance Studies & Theatre,A. Performance Theory & Ritual,Modern,Knowledge,high
Stephen Greenblatt,New Historicism,,Reading literature within its circulating cultural and power relations,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,Contemporary,DB,high
Stephen Greenblatt,Cultural Poetics,,Texts and history as mutually constitutive cultural negotiation,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,Contemporary,DB,high
Stephen Greenblatt,Self-Fashioning,,Identity shaped as a crafted social and cultural performance,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,Contemporary,Knowledge,high
Stephen Greenblatt,Circulation of Social Energy,,Cultural power moving between texts and social practices,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,Contemporary,Knowledge,high
Elaine Showalter,Gynocriticism,,Studying women as writers and their distinct literary traditions,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Contemporary,DB,high
Elaine Showalter,Feminist Critique,,Reading as resisting woman the male-authored literary canon,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Contemporary,Knowledge,high
Elaine Showalter,Female Literary Tradition,,Phases of feminine feminist and female women's writing,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Contemporary,Knowledge,high
W.J.T. Mitchell,Visual Culture Theory,,Studying images and visuality across art media and society,History,Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,DB,high
W.J.T. Mitchell,Pictorial Turn,,Cultural shift toward the dominance of the visual image,History,Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Knowledge,high
W.J.T. Mitchell,What Do Pictures Want,,Treating images as if they have desires and agency,History,Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Knowledge,high
W.J.T. Mitchell,Image-Text,imagetext,Composite relations between the visual and the verbal,History,Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Knowledge,med
Linda Tuhiwai Smith,Decolonizing Methodologies,,Research reclaimed for and by Indigenous peoples and knowledge,ART,"Race, Gender & Postcolonial Critique of Art",B. Postcolonial & Decolonial Art,Contemporary,DB,high
Linda Tuhiwai Smith,Indigenous Research Agenda,,Self-determination guiding decolonized research priorities,ART,"Race, Gender & Postcolonial Critique of Art",B. Postcolonial & Decolonial Art,Contemporary,Knowledge,high
Linda Tuhiwai Smith,Research as a Dirty Word,,Critique of research as a tool of colonial domination,ART,"Race, Gender & Postcolonial Critique of Art",B. Postcolonial & Decolonial Art,Contemporary,Knowledge,med
Henri Lefebvre,Production of Space,production de l'espace,Space socially produced through perceived conceived and lived dimensions,Culture,Architecture & the Built Environment,"B. Architecture, Society & Power",Modern,DB,high
Henri Lefebvre,Critique of Everyday Life,critique de la vie quotidienne,Examining how capitalism colonizes ordinary daily existence,Culture,Architecture & the Built Environment,"B. Architecture, Society & Power",Modern,DB,high
Henri Lefebvre,Right to the City,droit à la ville,Citizens' collective claim to shape and inhabit urban space,Culture,Architecture & the Built Environment,"B. Architecture, Society & Power",Modern,Knowledge,high
Henri Lefebvre,Spatial Triad,,Spatial practice representations of space and representational spaces,Culture,Architecture & the Built Environment,"B. Architecture, Society & Power",Modern,Knowledge,high
Denis Dutton,Evolutionary Aesthetics,,Art appreciation rooted in evolved adaptive human preferences,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,DB,high
Denis Dutton,The Art Instinct,,Art as a universal cross-cultural evolved human instinct,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,Knowledge,high
Denis Dutton,Cluster Definition of Art,,Defining art through a cluster of recurring characteristic features,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,Knowledge,med
Victor Vroom,Expectancy Theory,,Motivation as expectancy times instrumentality times valence,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Victor Vroom,Vroom-Yetton Decision Model,,Contingency model prescribing how much to involve subordinates,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Victor Vroom,Valence-Instrumentality-Expectancy,,Three perceptions combining to determine work motivation,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
J. Stacy Adams,Equity Theory,,Motivation driven by perceived fairness of input-output ratios,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
J. Stacy Adams,Perceived Inequity and Tension,,Felt unfairness motivating efforts to restore balance,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
J. Stacy Adams,Referent Comparison,,Comparing one's reward ratio to a chosen reference other,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,med
Fred Fiedler,Contingency Theory of Leadership,,Leadership effectiveness depends on style matching situational control,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Fred Fiedler,Least Preferred Coworker Scale,LPC,Measure classifying leaders as task or relationship oriented,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
Fred Fiedler,Cognitive Resource Theory,,Leader intelligence and experience interacting with stress to affect performance,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
