theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Sebastian Conrad,Global History,,,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
Sebastian Conrad,Connected Histories,,Past understood via entanglements across regions rather than isolated units,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
Sebastian Conrad,What Is Global History?,,Programmatic definition of global history as method and perspective,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
Sebastian Conrad,Globality,,The condition of worldwide interconnection shaping historical processes,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,med
Sebastian Conrad,Multiple Modernities Critique,,Reassessing Enlightenment and modernity in genuinely global terms,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,med
Mike Davis,Disaster Culture Theory,,,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,DB,high
Mike Davis,History of Disasters,,,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,DB,high
Mike Davis,Late Victorian Holocausts,,Imperial policy and El Nino famines killing millions in the periphery,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,high
Mike Davis,Planet of Slums,,Explosive growth of informal urban poverty across the global South,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,high
Mike Davis,City of Quartz,,Los Angeles as fortress of class fear and spatial control,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,high
Mike Davis,Ecology of Fear,,"Disaster, catastrophe and the political ecology of Los Angeles",History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,high
Mike Davis,The Monster at Our Door,,Avian flu and capitalism's manufacture of pandemic risk,History,"Environmental, Science & Technology History",A. Environmental History,Contemporary,Knowledge,med
Thomas Kuhn,Paradigm Shift (Historical),,,History,Intellectual History,A. History of Ideas,Modern,DB,high
Thomas Kuhn,Scientific Revolution (Historical),,,History,Intellectual History,A. History of Ideas,Modern,DB,high
Thomas Kuhn,Paradigm,,Shared framework of assumptions and exemplars guiding normal science,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Thomas Kuhn,Paradigm Shift,,Revolutionary replacement of one scientific framework by another,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Thomas Kuhn,Normal Science,,Puzzle-solving research conducted within an accepted paradigm,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Thomas Kuhn,Incommensurability,,Rival paradigms lacking a common standard for comparison,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Thomas Kuhn,Scientific Revolution,,Crisis-driven rupture transforming a scientific discipline's worldview,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Thomas Kuhn,Anomaly and Crisis,,Accumulating puzzles destabilizing a paradigm before revolution,History,Intellectual History,A. History of Ideas,Modern,Knowledge,high
Elizabeth Eisenstein,History of Print Culture,,,History,Cultural History,C. Art & Visual Culture,Modern,DB,high
Elizabeth Eisenstein,Print Culture Studies,,,History,Cultural History,C. Art & Visual Culture,Modern,DB,high
Elizabeth Eisenstein,Print Culture,,Printing press as an agent of cultural and intellectual change,History,Cultural History,C. Art & Visual Culture,Modern,Knowledge,high
Elizabeth Eisenstein,The Printing Press as an Agent of Change,,"Print fixity and dissemination transforming Renaissance, Reformation, science",History,Cultural History,C. Art & Visual Culture,Modern,Knowledge,high
Elizabeth Eisenstein,Typographical Fixity,,Print standardizing and preserving texts across copies and time,History,Cultural History,C. Art & Visual Culture,Modern,Knowledge,high
Elizabeth Eisenstein,Communications Revolution,,Shift from script to print reorganizing knowledge production,History,Cultural History,C. Art & Visual Culture,Modern,Knowledge,high
Elizabeth Eisenstein,Standardization of Knowledge,,"Print enabling reliable, comparable editions of texts",History,Cultural History,C. Art & Visual Culture,Modern,Knowledge,med
E.A. Wrigley,Demographic History,,,History,Marxist & Social History,C. Social Structure & Class,Modern,DB,high
E.A. Wrigley,Historical Demography,,,History,Marxist & Social History,C. Social Structure & Class,Modern,DB,high
E.A. Wrigley,Family Reconstitution,,Linking parish records to reconstruct demographic life histories,History,Marxist & Social History,C. Social Structure & Class,Modern,Knowledge,high
E.A. Wrigley,Organic vs Mineral Economy,,Transition from land-based to fossil-fuel energy driving industrialization,History,Marxist & Social History,C. Social Structure & Class,Modern,Knowledge,high
E.A. Wrigley,Population and History,,"Long-run interplay of fertility, mortality and economic change",History,Marxist & Social History,C. Social Structure & Class,Modern,Knowledge,high
E.A. Wrigley,Energy and the Industrial Revolution,,Coal as the precondition for escaping the organic economy,History,Marxist & Social History,C. Social Structure & Class,Modern,Knowledge,med
Roy Porter,History of Medicine,,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Roy Porter,Social History of Medicine,,,History,"Environmental, Science & Technology History",B. History of Science,Modern,DB,high
Roy Porter,The Patient's View,,"Writing medical history from the sufferer's perspective, not the doctor's",History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Roy Porter,History of Madness,,Cultural and institutional history of insanity and psychiatry,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Roy Porter,The Greatest Benefit to Mankind,,Sweeping narrative history of medicine from antiquity to modernity,History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,high
Roy Porter,Enlightenment and the Body,,"Eighteenth-century reimagining of health, flesh and self",History,"Environmental, Science & Technology History",B. History of Science,Modern,Knowledge,med
David R. Roediger,Whiteness Studies,,,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,DB,high
David R. Roediger,Whiteness Studies (Historical),,,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,DB,high
David R. Roediger,The Wages of Whiteness,,White workers' psychological wage of racial status over solidarity,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,Knowledge,high
David R. Roediger,Working Toward Whiteness,,How European immigrants became racially 'white' in America,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,Knowledge,high
David R. Roediger,Racial Wage,,Symbolic compensation of white identity substituting for class gains,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,Knowledge,high
David R. Roediger,Inbetween Peoples,,Immigrants positioned ambiguously between Black and white categories,History,Postcolonial & Decolonial History,B. Race & Racism,Contemporary,Knowledge,med
Mary Ainsworth,Attachment Theory,,,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,DB,high
Mary Ainsworth,Attachment Theory (Individual),,,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,DB,high
Mary Ainsworth,Strange Situation,,Laboratory procedure classifying infant attachment patterns,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
Mary Ainsworth,Secure Base,,Caregiver as safe base from which a child explores the world,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
Mary Ainsworth,Attachment Styles,,"Secure, anxious-ambivalent and avoidant patterns of infant attachment",Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
Mary Ainsworth,Maternal Sensitivity,,Responsive caregiving fostering secure infant attachment,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
Judith Stacey,Queer Family Theory,,,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,DB,high
Judith Stacey,The Myth of the Traditional Family,,,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,DB,high
Judith Stacey,Postmodern Family,,"Diverse, fluid family forms replacing the modern nuclear ideal",Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,Knowledge,high
Judith Stacey,Brave New Families,,Ethnography of recombinant working-class family arrangements,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,Knowledge,high
Judith Stacey,Queer Family,,Chosen and same-sex families challenging heteronormative kinship,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,Knowledge,high
Judith Stacey,In the Name of the Family,,Critique of family-values politics and its assumptions,Family,가족사회학·구조 (Family Sociology & Structure),B. 사회구성주의·포스트모던 (Social Construction & Postmodern),Contemporary,Knowledge,med
Rhacel Salazar Parreñas,Global Care Chains,,,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,DB,high
Rhacel Salazar Parreñas,Transnational Motherhood Theory,,,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,DB,high
Rhacel Salazar Parreñas,Transnational Motherhood,,Migrant women mothering children across national borders,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,Knowledge,high
Rhacel Salazar Parreñas,Servants of Globalization,,Filipina domestic workers within global migration and care economies,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,Knowledge,high
Rhacel Salazar Parreñas,Care Crisis,,Wealthy nations importing care labor at the South's expense,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,Knowledge,high
Rhacel Salazar Parreñas,Contradictory Class Mobility,,Migrant domestics gaining income while losing social status,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",A. 토착·탈식민 가족연구 (Indigenous & Decolonizing),Contemporary,Knowledge,med
David H. Olson,Family Adaptability Theory,,,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,DB,high
David H. Olson,Family Cohesion Theory,,,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,DB,high
David H. Olson,Circumplex Model,,"Mapping families on cohesion, flexibility and communication dimensions",Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,Knowledge,high
David H. Olson,Family Cohesion,,Emotional bonding among family members along a balance continuum,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,Knowledge,high
David H. Olson,Family Adaptability,,Family's capacity to change roles and rules under stress,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,Knowledge,high
David H. Olson,FACES Assessment,,Self-report instrument measuring family cohesion and adaptability,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,Knowledge,med
David H. Olson,Balanced Family Functioning,,Healthy families occupying moderate levels of cohesion and flexibility,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),Modern,Knowledge,high
Glen Elder Jr.,Life Course Perspective (Health),,,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Glen Elder Jr.,Transitions and Trajectories,,,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Glen Elder Jr.,Life Course Theory,,"Lives shaped by historical time, timing and linked social roles",Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Glen Elder Jr.,Children of the Great Depression,,Cohort study linking economic hardship to lifelong development,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Glen Elder Jr.,Linked Lives,,Individual lives interdependent through shared social relationships,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Glen Elder Jr.,Timing of Lives,,Developmental impact depending on when events occur in a life,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Glen Elder Jr.,Human Agency,,Individuals constructing lives within historical constraints,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Glen Elder Jr.,Cohort Effects,,Birth cohorts shaped by the historical conditions they encounter,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,med
Froma Walsh,Family Meaning-Making,,,Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,DB,high
Froma Walsh,Family Resilience and Disability,,,Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,DB,high
Froma Walsh,Family Resilience,,Family's capacity to rebound and grow stronger through adversity,Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,Knowledge,high
Froma Walsh,Family Belief Systems,,Shared meanings and outlook enabling families to cope with crisis,Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,Knowledge,high
Froma Walsh,Organizational Patterns,,"Flexibility, connectedness and resources sustaining resilient families",Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,Knowledge,med
Froma Walsh,Spirituality and Resilience,,Faith and transcendence as resources in family coping,Family,"가족 건강·스트레스·회복탄력성 (Family Health, Stress & Resilience)",C. 가족 회복탄력성·강인성 (Family Resilience & Hardiness),Contemporary,Knowledge,med
Mara Selvini Palazzoli,Milan Systemic Family Therapy,,,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,DB,high
Mara Selvini Palazzoli,Milan Systemic Family Therapy (Individual),,,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,DB,high
Mara Selvini Palazzoli,Circular Questioning,,Interview technique eliciting differences and relational patterns,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,Knowledge,high
Mara Selvini Palazzoli,Hypothesizing,,Therapist's tentative systemic explanation guiding the session,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,Knowledge,high
Mara Selvini Palazzoli,Neutrality,,"Therapist allied with the whole system, not any single member",Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,Knowledge,high
Mara Selvini Palazzoli,Positive Connotation,,Reframing symptoms as serving a positive family function,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,Knowledge,high
Mara Selvini Palazzoli,Family Games,,Covert relational power maneuvers sustaining a symptom,Family,가족치료 실천 모델 (Family Therapy Practice Models),A. 전략적·구조적 가족치료 (Strategic & Structural),Modern,Knowledge,med
Rollo May,Existential Psychology,,,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Rollo May,Existential Therapy,,,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Rollo May,The Meaning of Anxiety,,Anxiety as a normal response to threats against one's existence,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Rollo May,The Daimonic,,Natural urges that can become creative or destructive when possessing us,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Rollo May,Love and Will,,Integration of love and will against modern emotional apathy,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Rollo May,The Courage to Create,,Creativity as courageous encounter with one's world,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,med
Frederic Bartlett,Constructive Memory,,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Frederic Bartlett,Schema Theory (Cognition),,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Frederic Bartlett,Schema Theory,,Memory organized by mental frameworks that reshape recall,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Frederic Bartlett,Reconstructive Memory,,"Remembering as active reconstruction, not faithful reproduction",Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Frederic Bartlett,War of the Ghosts,,Classic study showing culturally driven distortion in recall,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Frederic Bartlett,Effort After Meaning,,People reshape memories to make material sensible and familiar,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Frederic Bartlett,Conventionalization,,Recalled material drifting toward familiar cultural forms,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,med
Aaron Beck,Cognitive Behavioral Therapy (CBT),,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Aaron Beck,Schema Theory (Cognition),,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Aaron Beck,Cognitive Therapy,,Treating disorders by correcting distorted thoughts and beliefs,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Aaron Beck,Cognitive Distortions,,Systematic errors in thinking maintaining depression and anxiety,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Aaron Beck,Negative Cognitive Triad,,"Negative views of self, world and future in depression",Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Aaron Beck,Automatic Thoughts,,Spontaneous appraisals shaping emotional reactions,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Aaron Beck,Schema (Cognitive),,Core beliefs filtering interpretation of experience,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Aaron Beck,Beck Depression Inventory,,Widely used self-report scale measuring depression severity,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,med
Fritz Heider,Attribution Theory,,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Fritz Heider,Cognitive Consistency Theory,,,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Fritz Heider,Balance Theory,,Drive toward consistency among attitudes and relationships,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Fritz Heider,Naive Psychology,,Ordinary people's commonsense theories of behavior,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Fritz Heider,Person vs Situation Causation,,Distinguishing dispositional from situational causes of action,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,high
Fritz Heider,Phenomenal Causality,,"Perceived causality among objects, as in animated shapes",Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,med
Jean Piaget,Cognitive Development Theory (Piaget),,,Psychology,Developmental,A. Cognitive & Moral Development,Modern,DB,high
Jean Piaget,Play Theory (Developmental),,,Psychology,Developmental,A. Cognitive & Moral Development,Modern,DB,high
Jean Piaget,Cognitive Development Stages,,Children's thinking unfolding through sensorimotor to formal-operational stages,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Jean Piaget,Schema (Assimilation/Accommodation),,Mental structures adjusting through assimilation and accommodation,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Jean Piaget,Object Permanence,,Infant's understanding that hidden objects continue to exist,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Jean Piaget,Conservation,,Grasping that quantity persists despite changes in appearance,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Jean Piaget,Egocentrism,,Young child's inability to take another's perspective,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Jean Piaget,Genetic Epistemology,,Study of how knowledge develops in the child,Psychology,Developmental,A. Cognitive & Moral Development,Modern,Knowledge,high
Irwin Altman,Place Attachment Theory,,,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Irwin Altman,Social Penetration Theory,,,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Irwin Altman,Privacy Regulation,,Dialectical control over openness and closedness to others,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Irwin Altman,Place Attachment,,Emotional bonds between people and meaningful physical settings,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Irwin Altman,Territoriality,,Human regulation of space to manage social interaction,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Irwin Altman,Onion Model,,Self-disclosure peeling personality layers from surface to core,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,med
Bibb Latané,Bystander Effect,,,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Bibb Latané,Social Impact Theory,,,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Bibb Latané,Diffusion of Responsibility,,Responsibility to act dispersing across a group of witnesses,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Bibb Latané,Social Loafing,,Individuals exerting less effort within a group,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Bibb Latané,Unresponsive Bystander,,Classic studies on why witnesses fail to intervene,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,med
Gordon Allport,Contact Hypothesis,,,Psychology,Personality,A. Trait Theories,Modern,DB,high
Gordon Allport,Trait Theory (General),,,Psychology,Personality,A. Trait Theories,Modern,DB,high
Gordon Allport,Trait Theory,,"Personality described by stable, measurable individual traits",Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
Gordon Allport,The Nature of Prejudice,,Landmark analysis of the psychology of prejudice,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
Gordon Allport,"Cardinal, Central, Secondary Traits",,Hierarchy of traits from dominant to peripheral,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
Gordon Allport,Functional Autonomy,,Motives becoming independent of their original origins,Psychology,Personality,A. Trait Theories,Modern,Knowledge,med
D.W. Winnicott,Object Relations Criticism,,,Psychology,Personality,A. Trait Theories,Modern,DB,high
D.W. Winnicott,Object Relations Theory (Individual),,,Psychology,Personality,A. Trait Theories,Modern,DB,high
D.W. Winnicott,Transitional Object,,Comfort object bridging inner and outer reality for the infant,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
D.W. Winnicott,Good-Enough Mother,,"Adequate, imperfect caregiving fostering healthy development",Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
D.W. Winnicott,True Self / False Self,,Authentic self versus compliant facade protecting it,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
D.W. Winnicott,Holding Environment,,Safe psychological space enabling the child's development,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
D.W. Winnicott,Transitional Space,,Intermediate area of play and culture between self and world,Psychology,Personality,A. Trait Theories,Modern,Knowledge,high
D.W. Winnicott,Object Relations,,Internalized relationships structuring the developing psyche,Psychology,Personality,A. Trait Theories,Modern,Knowledge,med
Albert Ellis,Cognitive Behavioral Therapy (CBT),,,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,DB,high
Albert Ellis,Rational Emotive Behavior Therapy (REBT),,,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,DB,high
Albert Ellis,Rational Emotive Behavior Therapy,,Disputing irrational beliefs to change emotion and behavior,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,Knowledge,high
Albert Ellis,ABC Model,,"Activating event, belief and consequence framing emotional reactions",Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,Knowledge,high
Albert Ellis,Irrational Beliefs,,Rigid demands and catastrophizing producing emotional disturbance,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,Knowledge,high
Albert Ellis,Musturbation,,Tyranny of absolutist 'musts' and 'shoulds' driving distress,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,Knowledge,high
Albert Ellis,Unconditional Self-Acceptance,,Accepting oneself independent of performance or approval,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Modern,Knowledge,med
Marsha M. Linehan,Biosocial Theory of Borderline Personality Disorder,,,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,DB,high
Marsha M. Linehan,Dialectical Behavior Therapy (DBT),,,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,DB,high
Marsha M. Linehan,Dialectical Behavior Therapy,,Balancing acceptance and change to treat emotional dysregulation,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,high
Marsha M. Linehan,Biosocial Theory,,Borderline traits from biological vulnerability plus invalidating environment,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,high
Marsha M. Linehan,Emotion Dysregulation,,"Heightened, slow-to-recover emotional reactivity central to BPD",Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,high
Marsha M. Linehan,Radical Acceptance,,Fully accepting reality as it is to reduce suffering,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,high
Marsha M. Linehan,Dialectics,,Holding opposing truths in synthesis within therapy,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,high
Marsha M. Linehan,Distress Tolerance,,Skills for surviving crises without making them worse,Psychology,Clinical & Psychopathology,A. Models of Psychopathology,Contemporary,Knowledge,med
Simon Baron-Cohen,Gaze Following (Human Ethology),,,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,DB,high
Simon Baron-Cohen,Theory of Mind,,,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,DB,high
Simon Baron-Cohen,Mindblindness,,Autism as impairment in attributing others' mental states,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,Knowledge,high
Simon Baron-Cohen,Empathizing-Systemizing Theory,,Cognition along empathizing versus systemizing dimensions,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,Knowledge,high
Simon Baron-Cohen,Extreme Male Brain Theory,,Autism as exaggeration of male-typical systemizing cognition,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,Knowledge,high
Simon Baron-Cohen,Sally-Anne Test,,False-belief task probing children's theory of mind,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,Contemporary,Knowledge,med
Godfrey Hochbaum,Health Belief Model,,,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,DB,high
Godfrey Hochbaum,Health Belief Model (Public Health),,,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,DB,high
Godfrey Hochbaum,Perceived Susceptibility,,Belief about one's own risk of contracting a condition,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,Knowledge,high
Godfrey Hochbaum,Cues to Action,,Triggers prompting individuals to take health-protective behavior,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,Knowledge,high
